PMID,SMILES,Compound_ID,DOI,Year,EC50_EBOV,EC50_SUDV,EC50_MARV,CC50,SI,Mechanism_Declared,Target_Tested_Yes_No,Suggested_Tier,Confidence_Score_Final,Reason_Tier,docking_deltaG_Lpoly,docking_deltaG_VP40,docking_deltaG_VP35,Abstract
32374474,,,10.1111/jcmm.15360,2020,,,,,,,,0.7,,Tier 2: phenotypic,,,,"Outbreaks of infections with viruses like Sars-CoV-2, Ebola virus and Zika virus lead to major global health and economic problems because of limited treatment options. Therefore, new antiviral drug candidates are urgently needed. The promising new antiviral drug candidate silvestrol effectively inhibited replication of Corona-, Ebola-, Zika-, Picorna-, Hepatis E and Chikungunya viruses. Besides a direct impact on pathogens, modulation of the host immune system provides an additional facet to antiviral drug development because suitable immune modulation can boost innate defence mechanisms against the pathogens. In the present study, silvestrol down-regulated several pro- and anti-inflammatory cytokines (IL-6, IL-8, IL-10, CCL2, CCL18) and increased TNF-α during differentiation and activation of M1-macrophages, suggesting that the effects of silvestrol might cancel each other out. However, silvestrol amplified the anti-inflammatory potential of M2-macrophages by increasing expression of anti-inflammatory surface markers CD206, TREM2 and reducing release of pro-inflammatory IL-8 and CCL2. The differentiation of dendritic cells in the presence of silvestrol is characterized by down-regulation of several surface markers and cytokines indicating that differentiation is impaired by silvestrol. In conclusion, silvestrol influences the inflammatory status of immune cells depending on the cell type and activation status."
32303635,,,10.1074/jbc.RA120.012635,2020,,,,,,,,0.7,,Tier 2: phenotypic,,,,"Cleavage of influenza virus hemagglutinin (HA) by host proteases is essential for virus infectivity. HA of most influenza A and B (IAV/IBV) viruses is cleaved at a monobasic motif by trypsin-like proteases. Previous studies have reported that transmembrane serine protease 2 (TMPRSS2) is essential for activation of H7N9 and H1N1pdm IAV in mice but that H3N2 IAV and IBV activation is independent of TMPRSS2 and carried out by as-yet-undetermined protease(s). Here, to identify additional H3 IAV- and IBV-activating proteases, we used RNA-Seq to investigate the protease repertoire of murine lower airway tissues, primary type II alveolar epithelial cells (AECIIs), and the mouse lung cell line MLE-15. Among 13 candidates identified, TMPRSS4, TMPRSS13, hepsin, and prostasin activated H3 and IBV HA <i>in vitro</i> IBV activation and replication was reduced in AECIIs from <i>Tmprss2/Tmprss4</i>-deficient mice compared with WT or Tmprss2-deficient mice, indicating that murine TMPRSS4 is involved in IBV activation. Multicycle replication of H3N2 IAV and IBV in AECIIs of <i>Tmprss2/Tmprss4</i>-deficient mice varied in sensitivity to protease inhibitors, indicating that different, but overlapping, sets of murine proteases facilitate H3 and IBV HA cleavages. Interestingly, human hepsin and prostasin orthologs did not activate H3, but they did activate IBV HA <i>in vitro</i> Our results indicate that TMPRSS4 is an IBV-activating protease in murine AECIIs and suggest that TMPRSS13, hepsin, and prostasin cleave H3 and IBV HA in mice. They further show that hepsin and prostasin orthologs might contribute to the differences observed in TMPRSS2-independent activation of H3 in murine and human airways."
32269120,,,10.1128/JVI.00520-20,2020,,,,,,,,0.7,,Tier 2: phenotypic,,,,"The large (L) protein of Ebola virus is a key protein for virus replication. Its N-terminal region harbors the RNA-dependent RNA polymerase activity, and its C terminus contains a cap assembling line composed of a capping domain and a methyltransferase domain (MTase) followed by a C-terminal domain (CTD) of unknown function. The L protein MTase catalyzes methylation at the 2'-O and N-7 positions of the cap structures. In addition, the MTase of Ebola virus can induce cap-independent internal adenosine 2'-<i>O</i>-methylation. In this work, we investigated the CTD role in the regulation of the cap-dependent and cap-independent MTase activities of the L protein. We found that the CTD, which is enriched in basic amino acids, plays a key role in RNA binding and in turn regulates the different MTase activities. We demonstrated that the mutation of CTD residues modulates specifically the different MTase activities. Altogether, our results highlight the pivotal role of the L protein CTD in the control of viral RNA methylation, which is critical for Ebola virus replication and escape from the innate response in infected cells.<b>IMPORTANCE</b> Ebola virus infects human and nonhuman primates, causing severe infections that are often fatal. The epidemics, in West and Central Africa, emphasize the urgent need to develop antiviral therapies. The Ebola virus large protein (L), which is the central protein for viral RNA replication/transcription, harbors a methyltransferase domain followed by a C-terminal domain of unknown function. We show that the C-terminal domain regulates the L protein methyltransferase activities and consequently participates in viral replication and escape of the host innate immunity."
32241891,,,10.1073/pnas.1920393117,2020,,,,,,,,0.7,,Tier 2: phenotypic,,,,"RNA has been proposed as an important scaffolding factor in the nucleus, aiding protein complex assembly in the dense intracellular milieu. Architectural contributions of RNA to cytosolic signaling pathways, however, remain largely unknown. Here, we devised a multidimensional gradient approach, which systematically locates RNA components within cellular protein networks. Among a subset of noncoding RNAs (ncRNAs) cosedimenting with the ubiquitin-proteasome system, our approach unveiled ncRNA <i>MaIL1</i> as a critical structural component of the Toll-like receptor 4 (TLR4) immune signal transduction pathway. RNA affinity antisense purification-mass spectrometry (RAP-MS) revealed <i>MaIL1</i> binding to optineurin (OPTN), a ubiquitin-adapter platforming TBK1 kinase. <i>MaIL1</i> binding stabilized OPTN, and consequently, loss of <i>MaIL1</i> blunted OPTN aggregation, TBK1-dependent IRF3 phosphorylation, and type I interferon (IFN) gene transcription downstream of TLR4. <i>MaIL1</i> expression was elevated in patients with active pulmonary infection and was highly correlated with IFN levels in bronchoalveolar lavage fluid. Our study uncovers <i>MaIL1</i> as an integral RNA component of the TLR4-TRIF pathway and predicts further RNAs to be required for assembly and progression of cytosolic signaling networks in mammalian cells."
32210083,,,10.3390/vaccines8010142,2020,,,,,,,,0.7,,Tier 2: phenotypic,,,,"Ebola virus epidemics can be effectively limited by the VSV-EBOV vaccine (Ervebo) due to its rapid protection abilities; however, side effects prevent the broad use of VSV-EBOV as vaccine. Mechanisms explaining the efficient immune activation after single injection with the VSV-EBOV vaccine remain mainly unknown. Here, using the clinically available VSV-EBOV vaccine (Ervebo), we show that the cell-intrinsic expression of the interferon-inhibitor <i>Usp18</i> in CD169<sup>+</sup> macrophages is one important factor modulating the anti-Ebola virus immune response. The absence of <i>Usp18</i> in CD169<sup>+</sup> macrophages led to the reduced local replication of VSV-EBOV followed by a diminished innate as well as adaptive immune response. In line, <i>CD169</i>-Cre<sup>+/ki</sup> x <i>Usp18</i><sup>fl/fl</sup> mice showed reduced innate and adaptive immune responses against the VSV wildtype strain and died quickly after infection, suggesting that a lack of <i>Usp18</i> makes mice more susceptible to the side effects of the VSV vector. In conclusion, our study shows that <i>Usp18</i> expression in CD169<sup>+</sup> macrophages is one important surrogate marker for effective vaccination against VSV-EBOV, and probably other VSV-based vaccines also."
32098814,,,10.1128/mBio.02565-19,2020,,,,,,,,0.7,,Tier 2: phenotypic,,,,"Ebola virus (EBOV) causes a severe and often fatal disease for which no approved vaccines or antivirals are currently available. EBOV VP30 has been described as a viral phosphoprotein, and nonphosphorylated VP30 is essential and sufficient to support secondary transcription in an EBOV-specific minigenome system; however, phosphorylatable serine residues near the N terminus of VP30 are required to support primary viral transcription as well as the reinitiation of VP30-mediated transcription at internal EBOV genes. While the dephosphorylation of VP30 by the cellular phosphatase PP2A was found to be mediated by nucleoprotein, the VP30-specific kinases and the role of phosphorylation remain unknown. Here, we report that serine-arginine protein kinase 1 (SRPK1) and SRPK2 phosphorylate serine 29 of VP30, which is located in an N-terminal R<sub>26</sub>xxS<sub>29</sub> motif. Interaction with VP30 via the R<sub>26</sub>xxS<sub>29</sub> motif recruits SRPK1 into EBOV-induced inclusion bodies, the sites of viral RNA synthesis, and an inhibitor of SRPK1/SRPK2 downregulates primary viral transcription. When the SRPK1 recognition motif of VP30 was mutated in a recombinant EBOV, virus replication was severely impaired. It is presumed that the interplay between SRPK1 and PP2A in the EBOV inclusions provides a comprehensive regulatory circuit to ensure the activity of VP30 in EBOV transcription. Thus, the identification of SRPK1 is an important mosaic stone that completes our picture of the players involved in Ebola virus transcription regulation.<b>IMPORTANCE</b> The largest Ebola virus (EBOV) epidemic in West Africa ever caused more than 28,000 cases and 11,000 deaths, and the current EBOV epidemic in the Democratic Republic of the Congo continues, with more than 3,000 cases to date. Therefore, it is essential to develop antivirals against EBOV. Recently, an inhibitor of the cellular phosphatase PP2A-mediated dephosphorylation of the EBOV transcription factor VP30 has been shown to suppress the spread of Ebola virus. Here, we identified the protein kinase SRPK1 as a VP30-specific kinase that phosphorylates serine 29, the same residue that is dephosphorylated by PP2A. SRPK1-mediated phosphorylation of serine 29 enabled primary viral transcription. Mutation of the SRPK1 recognition motif in VP30 resulted in significant growth inhibition of EBOV. Similarly, elevation of the phosphorylation status of serine 29 by overexpression of SRPK1 inhibited EBOV growth, highlighting the importance of reversible phosphorylation of VP30 as a potential therapeutic target."
32094225,,,10.1074/jbc.AC120.013056,2020,,,,,,,,0.7,,Tier 2: phenotypic,,,,"Antiviral drugs for managing infections with human coronaviruses are not yet approved, posing a serious challenge to current global efforts aimed at containing the outbreak of severe acute respiratory syndrome-coronavirus 2 (CoV-2). Remdesivir (RDV) is an investigational compound with a broad spectrum of antiviral activities against RNA viruses, including severe acute respiratory syndrome-CoV and Middle East respiratory syndrome (MERS-CoV). RDV is a nucleotide analog inhibitor of RNA-dependent RNA polymerases (RdRps). Here, we co-expressed the MERS-CoV nonstructural proteins nsp5, nsp7, nsp8, and nsp12 (RdRp) in insect cells as a part a polyprotein to study the mechanism of inhibition of MERS-CoV RdRp by RDV. We initially demonstrated that nsp8 and nsp12 form an active complex. The triphosphate form of the inhibitor (RDV-TP) competes with its natural counterpart ATP. Of note, the selectivity value for RDV-TP obtained here with a steady-state approach suggests that it is more efficiently incorporated than ATP and two other nucleotide analogs. Once incorporated at position <i>i</i>, the inhibitor caused RNA synthesis arrest at position <i>i</i> + 3. Hence, the likely mechanism of action is delayed RNA chain termination. The additional three nucleotides may protect the inhibitor from excision by the viral 3'-5' exonuclease activity. Together, these results help to explain the high potency of RDV against RNA viruses in cell-based assays."
32003972,,,10.1021/acsami.9b18968,2020,,,,,,,,0.7,,Tier 2: phenotypic,,,,"Biomaterials, which release active compounds after implantation, are an essential tool for targeted regenerative medicine. In this study, thin multilayer films loaded with lipid/DNA complexes (lipoplexes) were designed as surface coatings for in situ transfection applicable in tissue engineering and regenerative medicine. The film production and embedding of lipoplexes were based on the layer-by-layer (LbL) deposition technique. Hyaluronic acid (HA) and chitosan (CHI) were used as the polyelectrolyte components. The embedded plasmid DNA was complexed using a new designed cationic lipid formulation, namely, OH4/DOPE 1/1, the advantageous characteristics of which have been proven already. Three different methods were tested regarding its efficiency of lipid and DNA deposition. Therefore, several surface specific analytics were used to characterize the LbL formation, the lipid DNA embedding, and the surface characteristics of the multilayer films, such as fluorescence microscopy, surface plasmon resonance spectroscopy, ellipsometry, zeta potential measurements, atomic force microscopy, and scanning electron microscopy. Interaction studies were conducted for optimized lipoplex-loaded polyelectrolyte multilayers (PEMs) that showed an efficient attachment of C2C12 cells on the surface. Furthermore, no acute toxic effects were found in cell culture studies, demonstrating biocompatibility. Cell culture experiments with C2C12 cells, a cell line which is hard to transfect, demonstrated efficient transfection of the reporter gene encoding for green fluorescent protein. In vivo experiments using the chicken embryo chorion allantois membrane animal replacement model showed efficient gene-transferring rates in living complex tissues, although the DNA-loaded films were stored over 6 days under wet and dried conditions. Based on these findings, it can be concluded that OH4/DOPE 1/1 lipoplex-loaded PEMs composed of HA and CHI can be an efficient tool for in situ transfection in regenerative medicine."
31931103,,,10.1016/j.antiviral.2020.104706,2020,,,,,,,,0.7,,Tier 2: phenotypic,,,,"Rocaglates, a class of natural compounds isolated from plants of the genus Aglaia, are potent inhibitors of translation initiation. They are proposed to form stacking interactions with polypurine sequences in the 5'-untranslated region (UTR) of selected mRNAs, thereby clamping the RNA substrate onto eIF4A and causing inhibition of the translation initiation complex. Since virus replication relies on the host translation machinery, it is not surprising that the rocaglate Silvestrol has broad-spectrum antiviral activity. Unfortunately, synthesis of Silvestrol is sophisticated and time-consuming, thus hampering the prospects for further antiviral drug development. Here, we present the less complex structured synthetic rocaglate CR-31-B (-) as a novel compound with potent broad-spectrum antiviral activity in primary cells and in an ex vivo bronchial epithelial cell system. CR-31-B (-) inhibited the replication of corona-, Zika-, Lassa-, Crimean Congo hemorrhagic fever viruses and, to a lesser extent, hepatitis E virus (HEV) at non-cytotoxic low nanomolar concentrations. Since HEV has a polypurine-free 5'-UTR that folds into a stable hairpin structure, we hypothesized that RNA clamping by Silvestrol and its derivatives may also occur in a polypurine-independent but structure-dependent manner. Interestingly, the HEV 5'-UTR conferred sensitivity towards Silvestrol but not to CR-31-B (-). However, if an exposed polypurine stretch was introduced into the HEV 5'-UTR, CR-31-B (-) became an active inhibitor comparable to Silvestrol. Moreover, thermodynamic destabilization of the HEV 5'-UTR led to reduced translational inhibition by Silvestrol, suggesting differences between rocaglates in their mode of action, most probably by engaging Silvestrol's additional dioxane moiety."
31861617,,,10.3390/v12010008,2019,,,,,,,,0.7,,Tier 2: phenotypic,,,,"Dendritic cells (DCs) are among the first cells that recognize incoming viruses at the mucosal portals of entry. Initial interaction between DCs and viruses facilitates cell activation and migration to secondary lymphoid tissues, where these antigen presenting cells (APCs) prime specific adaptive immune responses. Some viruses, however, have evolved strategies to subvert the migratory capacity of DCs as a way to disseminate infection systemically. Here we focus on the role of Siglec-1, a sialic acid-binding type I lectin receptor potently upregulated by type I interferons on DCs, that acts as a double edge sword, containing viral replication through the induction of antiviral immunity, but also favoring viral spread within tissues. Such is the case for distant enveloped viruses like human immunodeficiency virus (HIV)-1 or Ebola virus (EBOV), which incorporate sialic acid-containing gangliosides on their viral membrane and are effectively recognized by Siglec-1. Here we review how Siglec-1 is highly induced on the surface of human DCs upon viral infection, the way this impacts different antigen presentation pathways, and how enveloped viruses have evolved to exploit these APC functions as a potent dissemination strategy in different anatomical compartments."
31836704,,,10.1038/s41467-019-13587-3,2019,,,,,,,,0.7,,Tier 2: phenotypic,,,,"In type 1 diabetes, the appearance of islet autoantibodies indicates the onset of islet autoimmunity, often many years before clinical symptoms arise. While T cells play a major role in the destruction of pancreatic beta cells, molecular underpinnings promoting aberrant T cell activation remain poorly understood. Here, we show that during islet autoimmunity an miR142-3p/Tet2/Foxp3 axis interferes with the efficient induction of regulatory T (Treg) cells, resulting in impaired Treg stability in mouse and human. Specifically, we demonstrate that miR142-3p is induced in islet autoimmunity and that its inhibition enhances Treg induction and stability, leading to reduced islet autoimmunity in non-obese diabetic mice. Using various cellular and molecular approaches we identify Tet2 as a direct target of miR142-3p, thereby linking high miR142-3p levels to epigenetic remodeling in Tregs. These findings offer a mechanistic model where during islet autoimmunity miR142-3p/Tet2-mediated Treg instability contributes to autoimmune activation and progression."
31806372,,,10.1016/j.bbrc.2019.11.065,2020,,,,,,,,0.7,,Tier 2: phenotypic,,,,"Ebola virus (EBOV), pathogen of Ebola hemorrhagic fever (EHF), is an enveloped filamental RNA virus. Recently, the EHF crisis occurred in the Democratic Republic of the Congo again highlights the urgency for its clinical treatments. However, no Food and Drug Administration (FDA)-approved therapeutics are currently available. Drug repurposing screening is a time- and cost-effective approach for identifying anti-EBOV therapeutics. Here, by combinatorial screening using pseudovirion and minigenome replicon systems we have identified several FDA-approved drugs with significant anti-EBOV activities. These potential candidates include azithromycin, clomiphene, chloroquine, digitoxin, epigallocatechin-gallate, fluvastatin, tetrandrine and tamoxifen. Mechanistic studies revealed that fluvastatin inhibited EBOV pseudovirion entry by blocking the pathway of mevalonate biosynthesis, while the inhibitory effect of azithromycin on EBOV maybe due to its intrinsic cationic amphiphilic structure altering the homeostasis of later endosomal vesicle similar as tamoxifen. Moreover, based on structure and pathway analyses, the anti-EBOV activity has been extended to other family members of statins, such as simvastatin, and multiple other cardiac glycoside drugs, some of which exhibited even stronger activities. More importantly, in searching for drug interaction, we found various synergy between several anti-EBOV drug combinations, showing substantial and powerful synergistic against EBOV infection. In conclusion, our work illustrates a successful and productive approach to identify new mechanisms and targets for treating EBOV infection by combinatorial screening of FDA-approved drugs."
31771760,,,10.1016/j.smim.2019.101300,2019,,,,,,,,0.7,,Tier 2: phenotypic,,,,"Outbreaks of severe virus infections with the potential to cause global pandemics are increasing. In many instances these outbreaks have been newly emerging (SARS coronavirus), re-emerging (Ebola virus, Zika virus) or zoonotic (avian influenza H5N1) virus infections. In the absence of a targeted vaccine or a pathogen-specific antiviral, broad-spectrum antivirals would function to limit virus spread. Given the direct antiviral effects of type I interferons (IFNs) in inhibiting the replication of both DNA and RNA viruses at different stages of their replicative cycles, and the effects of type I IFNs on activating immune cell populations to clear virus infections, IFNs-α/β present as ideal candidate broad-spectrum antivirals."
31671053,,,10.1099/jgv.0.001347,2020,,,,,,,,0.7,,Tier 2: phenotypic,,,,"The non-structural protein NSs is the main virulence factor of Rift Valley fever virus, a major zoonotic pathogen in Africa. NSs forms large aggregates in the nucleus and impairs induction of the antiviral type I IFN system by several mechanisms, including degradation of subunit p62 of the general RNA polymerase II transcription factor TFIIH. Here, we show that depletion of the nuclear pore protein Nup98 affects the nuclear import of NSs. Nonetheless, NSs was still able to degrade TFIIH-p62 under these conditions. Depletion of Nup98, however, had a negative effect on Rift Valley fever virus multiplication. Our data thus indicate that NSs utilizes Nup98 for import into the nucleus, but also plays a general role in the viral replication cycle."
31665348,,,10.1093/infdis/jiz455,2020,,,,,,,,0.7,,Tier 2: phenotypic,,,,"During the Nipah virus (NiV) outbreak in Malaysia, pigs and humans were infected. While pigs generally developed severe respiratory disease due to effective virus replication and associated inflammation processes in porcine airways, respiratory symptoms in humans were rare and less severe. To elucidate the reasons for the species-specific differences in NiV airway infections, we compared the cytokine responses as a first reaction to NiV in primary porcine and human bronchial epithelial cells (PBEpC and HBEpC, respectively). In both cell types, NiV infection resulted in the expression of type III interferons (IFN-λ). Upon infection with similar virus doses, viral RNA load and IFN expression were substantially higher in HBEpC. Even if PBEpC expressed the same viral RNA amounts as NiV-infected HBEpC, the porcine cells showed reduced IFN- and IFN-dependent antiviral gene expression. Despite this inherently limited IFN response, the expression of proinflammatory cytokines (IL-6, IL-8) in NiV-infected PBEpC was not decreased. The downregulation of antiviral activity in the presence of a functional proinflammatory cytokine response might be one of the species-specific factors contributing to efficient virus replication and acute inflammation in the lungs of pigs infected with the Malaysian NiV strain."
31648236,,,10.1371/journal.ppat.1008068,2019,,,,,,,,0.7,,Tier 2: phenotypic,,,,"Ebola virus (EBOV) infections are characterized by a pronounced lymphopenia that is highly correlative with fatalities. However, the mechanisms leading to T-cell depletion remain largely unknown. Here, we demonstrate that both viral mRNAs and antigens are detectable in CD4+ T cells despite the absence of productive infection. A protein phosphatase 1 inhibitor, 1E7-03, and siRNA-mediated suppression of viral antigens were used to demonstrate de novo synthesis of viral RNAs and antigens in CD4+ T cells, respectively. Cell-to-cell fusion of permissive Huh7 cells with non-permissive Jurkat T cells impaired productive EBOV infection suggesting the presence of a cellular restriction factor. We determined that viral transcription is partially impaired in the fusion T cells. Lastly, we demonstrate that exposure of T cells to EBOV resulted in autophagy through activation of ER-stress related pathways. These data indicate that exposure of T cells to EBOV results in an abortive infection, which likely contributes to the lymphopenia observed during EBOV infections."
31594810,,,10.1128/mBio.01223-19,2019,,,,,,,,0.7,,Tier 2: phenotypic,,,,"Cellular sensing of bacterial RNA is increasingly recognized as a determinant of host-pathogen interactions. The intracellular pathogen <i>Listeria monocytogenes</i> induces high levels of type I interferons (alpha/beta interferons [IFN-α/β]) to create a growth-permissive microenvironment during infection. We previously demonstrated that RNAs secreted by <i>L. monocytogenes</i> (comprising the secRNome) are potent inducers of IFN-β. We determined the composition and diversity of the members of the secRNome and found that they are uniquely enriched for noncoding small RNAs (sRNAs). Testing of individual sRNAs for their ability to induce IFN revealed several sRNAs with this property. We examined ril32, an intracellularly expressed sRNA that is highly conserved for the species <i>L. monocytogenes</i> and that was the most potent inducer of IFN-β expression of all the sRNAs tested in this study, in more detail. The rli32-induced IFN-β response is RIG-I (retinoic acid inducible gene I) dependent, and cells primed with rli32 inhibit influenza virus replication. We determined the rli32 motif required for IFN induction. rli32 overproduction promotes intracellular bacterial growth, and a mutant lacking rli32 is restricted for intracellular growth in macrophages. rli32-overproducing bacteria are resistant to H<sub>2</sub>O<sub>2</sub> and exhibit both increased catalase activity and changes in the cell envelope. Comparative transcriptome sequencing (RNA-Seq) analysis indicated that ril32 regulates expression of the <i>lhrC</i> locus, previously shown to be involved in cell envelope stress. Inhibition of IFN-β signaling by ruxolitinib reduced rli32-dependent intracellular bacterial growth, indicating a link between induction of the interferon system and bacterial physiology. rli32 is, to the best of our knowledge, the first secreted individual bacterial sRNA known to trigger the induction of the type I IFN response.<b>IMPORTANCE</b> Interferons are potent and broadly acting cytokines that stimulate cellular responses to nucleic acids of unusual structures or locations. While protective when induced following viral infections, the induction of interferons is detrimental to the host during <i>L. monocytogenes</i> infection. Here, we identify specific sRNAs, secreted by the bacterium, with the capacity to induce type I IFN. Further analysis of the most potent sRNA, rli32, links the ability to induce RIG-I-dependent induction of the type I IFN response to the intracellular growth properties of the bacterium. Our findings emphasize the significance of released RNA for <i>Listeria</i> infection and shed light on a compartmental strategy used by an intracellular pathogen to modulate host responses to its advantage."
31572348,,,10.3389/fmicb.2019.02145,2019,,,,,,,,0.7,,Tier 2: phenotypic,,,,"Ebola virus (EBOV) is a non-segmented negative-sense RNA virus that causes a severe human disease. The ongoing EBOV outbreak in the Eastern part of Democratic Republic of the Congo has resulted to date in over 2500 confirmed cases including over 1500 deaths. Difficulties with vaccine administration indicate the necessity for development of new general drugs and therapeutic strategies against EBOV. Host Ser/Thr protein phosphatases, particularly PP1 and PP2A, facilitate EBOV transcription by dephosphorylating the EBOV VP30 protein and switching activity of the polymerase complex toward replication. Previously, we developed small molecule 1E7-03 that targeted host protein phosphatase-1 (PP1) and induces phosphorylation of EBOV VP30 protein thus shifting transcription-replication balance and inhibiting EBOV replication. Here, we developed a new EBOV inhibitor, 1E7-07, that potently inhibits EBOV replication and displays significantly improved metabolic stability when compared to previously described 1E7-03. Proteome analysis of VP30 shows that 1E7-07 increases its phosphorylation on Thr-119 and Ser-124 over 3-fold with <i>p</i> < 0.001, which likely contributes to EBOV inhibition. We analyzed 1E7-07 binding to PP1 using a mass spectrometry-based protein painting approach. Combined with computational docking, protein painting shows that 1E7-07 binds to several PP1 sites including the RVxF site, C-terminal groove and NIPP1-helix binding pocket. Further analysis using surface plasmon resonance and a split NanoBiT system demonstrates that 1E7-07 binds primarily to the RVxF site. Together, detailed analysis of 1E7-07 binding to PP1 and identification of the RVxF site as the main binding site opens up an opportunity for future development of PP1-targeting EBOV inhibitors."
31536833,,,10.1016/j.compbiomed.2019.103414,2019,,,,,,,,0.7,,Tier 2: phenotypic,,,,"The impact of Ebola virus disease (EVD) is devastating with concomitant high fatalities. Currently, various drugs and vaccines are at different stages of development, corroborating the need to identify new therapeutic molecules. The VP24 protein of the Ebola virus (EBOV) plays a key role in the pathology and replication of the EVD. The VP24 protein interferes with the host immune response to viral infections and promotes nucleocapsid formation, thus making it a viable drug target. This study sought to identify putative lead compounds from the African flora with potential to inhibit the activity of the EBOV VP24 protein using pharmacoinformatics and molecular docking. An integrated library of 7675 natural products originating from Africa obtained from the AfroDB and NANPDB databases, as well as known inhibitors were screened against VP24 (PDB ID: 4M0Q) utilising AutoDock Vina after energy minimization using GROMACS. The top 19 compounds were physicochemically and pharmacologically profiled using ADMET Predictor™, SwissADME and DataWarrior. The mechanisms of binding between the molecules and EBOV VP24 were characterised using LigPlot+. The performance of the molecular docking was evaluated by generating a receiver operating characteristic (ROC) by screening known inhibitors and decoys against EBOV VP24. The prediction of activity spectra for substances (PASS) and machine learning-based Open Bayesian models were used to predict the anti-viral and anti-Ebola activity of the molecules, respectively. Four natural products, namely, ZINC000095486070, ZINC000003594643, ZINC000095486008 and sarcophine were found to be potential EBOV VP24-inhibitiory molecules. The molecular docking results showed that ZINC000095486070 had high binding affinity of -9.7 kcal/mol with EBOV VP24, which was greater than those of the known VP24-inhibitors used as standards in the study including Ouabain, Nilotinib, Clomiphene, Torimefene, Miglustat and BCX4430. The area under the curve of the generated ROC for evaluating the performance of the molecular docking was 0.77, which was considered acceptable. The predicted promising molecules were also validated using induced-fit docking with the receptor using Schrödinger and molecular mechanics Poisson-Boltzmann surface area (MM-PBSA) calculations. The molecules had better binding mechanisms and were pharmacologically profiled to have plausible efficacies, negligible toxicity as well as suitable for designing anti-Ebola scaffolds. ZINC000095486008 and sarcophine (NANPDB135) were predicted to possess anti-viral activity, while ZINC000095486070 and ZINC000003594643 to be anti-Ebola compounds. The identified compounds are potential inhibitors worthy of further development as EBOV biotherapeutic agents. The scaffolds of the compounds could also serve as building blocks for designing novel Ebola inhibitors."
31521407,,,10.1016/j.imbio.2019.08.001,2019,,,,,,,,0.7,,Tier 2: phenotypic,,,,"The innate immune system senses viral and bacterial RNA or DNA via different cytoplasmic or endosomal localized pattern recognition receptors. In general, the preference of these receptors for single-stranded (ss), double-stranded (ds) RNA or DNA has been thoroughly characterized. Recently, RNA-DNA hybrids have also been identified as ligands for pattern recognition receptors such as Toll-like receptor 9 (TLR9). However, a comparison of RNA-DNA hybrids and ssDNA in terms of TLR9 stimulation potential and intracellular stability has not been addressed. RNA-DNA hybrids are formed transiently during normal cellular processes (e.g. replication), consist as part of some viral genomes (e.g. cytomegalovirus (CMV) or hepatitis B virus (HBV)) and exist during retroviral infection. Here we report that virus-derived synthetic RNA-DNA hybrids stimulate human peripheral blood mononuclear cells (PBMCs) as well as murine FMS-like tyrosine kinase 3 ligand (FLT3L) induced dendritic cells to secrete interferon alpha (IFN-α) in a TLR9-dependent manner. Furthermore, we could show that RNA-DNA hybrids exhibit increased intracellular stability, which correlates with enhanced activation of TLR9 in comparison to corresponding ssDNA. Overall, these data suggest a prominent role for TLR9 in the immune recognition of RNA-DNA hybrids in retroviral and CMV infection."
31480658,,,10.3390/molecules24173184,2019,,,,,,,,0.7,,Tier 2: phenotypic,,,,"Due to their ability to inhibit viral DNA or RNA replication, nucleoside analogues have been used for decades as potent antiviral therapeutics. However, one of the major limitations of nucleoside analogues is the development of antiviral resistance. In that regard, flexible nucleoside analogues known as ""fleximers"" have garnered attention over the years due to their ability to survey different amino acids in enzyme binding sites, thus overcoming the potential development of antiviral resistance. Acyclic fleximers have previously demonstrated antiviral activity against numerous viruses including Middle East Respiratory Syndrome coronavirus (MERS-CoV), Ebola virus (EBOV), and, most recently, flaviviruses such as Dengue (DENV) and Yellow Fever Virus (YFV). Due to these interesting results, a Structure Activity Relationship (SAR) study was pursued in order to analyze the effect of the pyrimidine functional group and acyl protecting group on antiviral activity, cytotoxicity, and conformation. The results of those studies are presented herein."
